startpoint,Latitude,Longitude,endpoint,Latitude,Longitude
예천IC,36.6673949,128.5413444,진주JC,35.1382917,128.0977342
오산IC,37.1434772,127.0840266,동서울IC,37.5170175,127.2208084
오수IC,35.5533675,127.3216021,남대전IC,36.2649794,127.4740965
오창IC,36.7151467,127.442865,안영IC,36.2838087,127.3780219
오창JC,36.7422993,127.4545528,산인2JC,35.2715,128.4677
옥계IC,37.6194559,129.037185,산인IC,35.2716,128.4716
옥곡IC,34.9861917,127.7087469,산인JC,35.2714,128.4729
옥과IC,35.2590935,127.1133794,함안IC,35.2892235,128.3903694
옥산IC,36.7143,127.3514,단성IC,35.2896878,127.952966
옥산JC,36.7079,127.348,생초IC,35.4818,127.8242
옥천IC,36.3168635,127.5580037,익산JC,35.9429836,127.0906973
옥포JC,35.792776,128.4635432,전주IC,35.8793239,127.0557023
온양IC,35.4132248,129.2601734,근덕IC,37.3920557,129.2045262
완주IC,35.8990176,127.1502761,동전주IC,35.8468579,127.1898292
완주JC,35.8826034,127.1741076,임실IC,35.631747,127.3153785
왜관IC,35.9771,128.4327,둔산IC,35.9014,128.69
용인IC,37.2568268,127.2095391,율암IC,35.8832975,128.7041013
울산IC,35.5516807,129.261336,북상주IC,36.5305711,128.169856
울산JC,35.5619,129.23971,동상주IC,36.3834564,128.2798897
울주JC,35.502711,129.256762,원주IC,37.4009617,127.9502409
울주동JC,35.54,129.2,서공주IC,36.4556713,127.0583812
울주서JC,35.54,129.2,동광산IC,35.144,126.7534
원주IC,37.4009617,127.9502409,부안IC,35.7269484,126.7694002
원주JC,37.3422186,127.9201621,냉정JC,35.2201279,128.7948333
유구IC,36.5646844,126.9763029,구례화엄사IC,35.2501831,127.4182397
유성IC,36.3641593,127.331052,연무IC,36.1475418,127.0602781
유성JC,36.3898786,127.3403837,서대구IC,35.8767395,128.5305901
유천IC,35.814914,128.505712,계룡IC,36.25179,127.281775
유천JC,35.8122,128.5031,서대전IC,36.2917791,127.3281931
율암IC,35.8832975,128.7041013,유성IC,36.3641593,127.331052
음성IC,36.9815316,127.4708271,부여IC,36.297785,126.851833
의성IC,36.2908853,128.5807959,해미IC,36.7126038,126.5625611
이천IC,37.2451112,127.4965393,지곡IC,35.5877602,127.7701698
익산IC,35.985794,127.115404,남세종IC,36.425,127.2911
익산JC,35.9429836,127.0906973,순천IC,34.9880493,127.5157372
인제IC,37.914759,128.2858839,승주IC,35.0145715,127.3751665
일죽IC,37.0915457,127.4506592,남안산IC,37.3282157,126.7564291
임고IC,36.0557474,129.010245,남안동IC,36.4760583,128.6207312
임실IC,35.631747,127.3153785,예천IC,36.6673949,128.5413444
장성IC,35.285558,126.786961,군자IC,37.3577,126.7804
장성JC,35.3299687,126.8044625,안산IC,37.3482257,126.8388503
장성물류IC,35.3503,126.7613,안성JC,37.0359357,127.1388854
장수IC,35.71591,127.589576,양양JC,38.067,128.6006
장수JC,35.731752,127.606757,남여주IC,37.253639,127.589034
장안IC,35.3284011,129.2367057,강진무위사IC,34.7388087,126.6867287
장안본선IC,37.0978,126.8424,북오산IC,37.1864314,127.0548999
장유IC,35.1979085,128.8071939,서오산IC,37.1434772,127.0840266
장지IC,35.2924721,128.3380131,정남IC,37.1850257,126.9708698
장흥IC,34.6816856,126.9069278,향남IC,37.1297552,127.0004796
전주IC,35.8793239,127.0557023,동오창JC,36.7422993,127.4545528
점촌함창IC,36.5859808,128.154717,서오창JC,36.7267306,127.4134341
정남IC,37.1850257,126.9708698,서오창동JC,36.7279,127.4182
정안IC,36.625082,127.120398,동탄IC,37.2165797,127.0972178
정읍IC,35.5799671,126.8327035,서용인동IC,37.2435,127.1567
제천IC,37.1333033,128.1423413,마성IC,37.2832674,127.1755416
제천JC,37.082353,128.173935,서용인서IC,37.2386,127.1526
조암IC,37.1188372,126.8182896,용인IC,37.2568268,127.2095391
조양IC,37.7577,127.7816,언양JC,35.56465,129.1341
조양JC,37.7595,127.7735,서울산IC,35.5535112,129.1239877
주암송광사IC,35.0029599,127.2684824,서울주JC2IC,35.5151,129.1013
줄포IC,35.5974627,126.6964383,통도사IC,35.4992671,129.0959641
중리IC,37.2078,127.1261,울주동JC,35.54,129.2
중앙탑IC,37.0225,127.8385,서원주JC,37.3941,127.858
증평IC,36.7723353,127.5026909,마장JC,37.2574,127.412
지곡IC,35.5877602,127.7701698,남이JC,36.597355,127.4209259
지리산IC,35.483936,127.5886064,오창IC,36.7151467,127.442865
지수IC,35.2249,128.272,행담도IC,36.9454408,126.8064201
진교IC,35.0417442,127.9060047,발안IC,37.1246148,126.881769
진례IC,35.2617056,128.755197,서평택IC,37.000178,126.870408
진례JC,35.2490716,128.747734,장안본선입구(가)IC,37.0978,126.8424
진부IC,37.6518038,128.5616187,청북IC,37.0486803,126.919323
진성IC,35.1923987,128.2262207,포항IC,36.041429,129.3167335
진안IC,35.772303,127.443616,함양IC,35.5327108,127.7497566
진영IC,35.299178,128.768489,곡성IC,35.2267381,127.2220644
진영JC,35.2789,128.7177,주암송광사IC,35.0029599,127.2684824
진영휴게소IC,35.2773056,128.7169698,서종IC,37.6343392,127.370096
진영휴게소JC,35.2773056,128.7169698,진안IC,35.772303,127.443616
진월IC,34.980332,127.7491877,구병산IC,36.4694895,127.8616372
진주IC,35.1622893,128.1252032,보은IC,36.4568495,127.71954
진주JC,35.1382917,128.0977342,북양양IC,38.1545715,128.5860145
진천IC,36.8693508,127.475052,평택고덕IC,37.026835,127.035171
진해IC,35.1330251,128.7100381,서순천IC,35.0032414,127.48249
진해본선IC,35.1361,128.7758,순천JC,34.9907438,127.5394572
창녕IC,35.5425838,128.4766599,동순천IC,34.94961,127.5520681
창원JC,35.2751464,128.6435404,서울IC,37.365,127.1035
창평IC,35.2328725,127.0021684,동영천IC,35.9222974,128.9508825
천안IC,36.8270727,127.1694438,화산출구JC,36.0462,128.8544
천안JC,36.7680801,127.1805832,제천IC,37.1333033,128.1423413
청도IC,35.6528535,128.747687,남청주IC,36.53288,127.425204
청량IC,35.478412,129.2819751,북원주IC,37.4195977,127.9206044
청북IC,37.0486803,126.919323,서서울IC,37.356793,126.863877
청성JC,36.2714,127.7417,북천안IC,36.8983657,127.1836803
청송IC,36.4359045,129.0571077,송탄IC,37.0346853,127.107944
청양IC,36.37441,126.95335,북평택IC,37.0665683,126.9927598
청요동IC,37.2065,126.9048,통도사휴게소IC,35.4888209,129.0907709
청요서IC,37.2061,126.9046,양산IC,35.3782528,129.0516661
청주IC,36.6268508,127.3832065,서양양IC,37.9941,128.5316
청주JC,36.5646925,127.4315369,감곡IC,37.1244345,127.6701927
청통와촌IC,35.9704838,128.8292537,이천IC,37.2451112,127.4965393
초월IC,37.373394,127.30001,남논산하IC,36.1870656,127.0987453
추부IC,36.192921,127.485191,서논산IC,36.224583,127.053271
추풍령IC,36.1995523,128.0018813,괴산IC,36.8678036,127.9215091
축동IC,35.0861024,128.0428518,문경새재IC,36.7003551,128.1113012
춘장대IC,36.167837,126.6015161,불갑산IC,35.1907313,126.5650998
춘천IC,37.8421266,127.7671624,동청송영양IC,36.4981012,129.1220708
춘천JC,37.7561098,127.7878851,황간IC,36.2220478,127.9061675
충주IC,37.019155,127.839742,남지IC,35.3995732,128.4823855
충주JC,37.040326,127.740369,창녕IC,35.5425838,128.4766599
칠곡IC,35.9358992,128.5354768,신양IC,36.5957,126.8676
칠곡JC,35.9076,128.4915,영주IC,36.7681611,128.5717552
칠곡물류IC,35.9568674,128.4550672,증평IC,36.7723353,127.5026909
칠서IC,35.328832,128.5052742,진월IC,34.980332,127.7491877
칠원IC,35.280663,128.51432,목천IC,36.7597206,127.2179965
칠원JC,35.2834486,128.5104416,옥산IC,36.7143,127.3514
탄천IC,36.298232,127.06729,화원옥포IC,35.800331,128.4791804
태인IC,35.6611812,126.9272202,청량IC,35.478412,129.2819751
통도사IC,35.4992671,129.0959641,소양IC,35.8646621,127.2350467
통도사휴게소IC,35.4888209,129.0907709,완주IC,35.8990176,127.1502761
통영IC,34.8670799,128.4443478,칠곡물류IC,35.9568674,128.4550672
파군재IC,35.9364,128.6388,문수IC,35.517129,129.249477
판암IC,36.318927,127.468242,울산IC,35.5516807,129.261336
팔곡JC,37.309287,126.8942905,울주서JC,35.54,129.2
팔공산IC,35.9065157,128.6413566,북대전IC,36.4115156,127.3817125
팔탄JC,37.2037917,126.8703253,유천IC,35.814914,128.505712
평창IC,37.59053,128.41384,서충주IC,37.01097,127.670975
평택IC,36.9921075,127.1129451,삼례IC,35.925291,127.0791155
평택JC,37.0323501,126.9847615,남이천IC,37.1848845,127.4420854
평택고덕IC,37.026835,127.035171,광주TG,35.2518,126.8085
포곡IC,37.2796,127.2127,서상IC,35.6655825,127.673788
포항IC,36.041429,129.3167335,장수IC,35.71591,127.589576
풍기IC,36.8485,128.5274,온양IC,35.4132248,129.2601734
풍세상IC,36.7384,127.1581,군북IC,35.2815843,128.3246813
하동IC,35.0026638,127.8143477,봉담(가)IC,37.220154,126.9502589
하조대IC,38.022808,128.697523,남풍세IC,36.722181,127.139558
한림IC,35.2952,128.8133,장안본선IC,37.0978,126.8424
함안IC,35.2892235,128.3903694,조양IC,37.7577,127.7816
함양IC,35.5327108,127.7497566,서함양IC,35.5327108,127.7497566
함양JC,35.5346554,127.7698657,곤양IC,35.0566879,127.9664153
함평IC,35.1002407,126.4815266,하동IC,35.0026638,127.8143477
함평JC,35.03168,126.487202,진례IC,35.2617056,128.755197
해미IC,36.7126038,126.5625611,속사IC,37.6300829,128.4891264
해운대IC,35.1631139,129.1635509,문산IC,35.172011,128.1592553
해운대송정IC,35.1895773,129.1991164,진영휴게소JC,35.2773056,128.7169698
해인사IC,35.7148355,128.1708508,동창원IC,35.2779526,128.6947578
행담도IC,36.9454408,126.8064201,진영IC,35.299178,128.768489
향남IC,37.1297552,127.0004796,진영휴게소IC,35.2773056,128.7169698
현풍IC,35.6759005,128.4346602,사천IC,35.1133222,128.086597
현풍JC,35.6749,128.4347,진해본선IC,35.1361,128.7758
호법JC,37.2360277,127.4267964,현풍IC,35.6759005,128.4346602
홍성IC,36.592285,126.5601756,마산IC,35.2520372,128.5959344
홍천IC,37.6776484,127.8565196,북창원IC,35.2864222,128.6055992
화도IC,37.6316995,127.310963,남천안IC,36.7546925,127.1650573
화산JC,36.0221,128.8923,평택JC,37.0323501,126.9847615
화산입구JC,36.0239,128.8948,영동IC,36.269763,127.8328677
화산출구JC,36.0462,128.8544,남봉담IC,37.2289923,126.9566755
화서IC,36.4425223,127.9624338,남비봉팔탄IC,37.199,126.8884
화성IC,37.1893446,126.8113812,문의청남대IC,36.4618125,127.4891875
화성JC,37.1979085,126.9635012,동곤지암IC,37.3521227,127.3210533
화원옥포IC,35.800331,128.4791804,춘천IC,37.8421266,127.7671624
활천IC,35.712424,129.19018,홍천IC,37.6776484,127.8565196
황간IC,36.2220478,127.9061675,남칠곡IC,35.9358992,128.5354768
황전IC,35.1468628,127.4566554,칠원IC,35.280663,128.51432
회덕JC,36.4043227,127.4192646,연경IC,35.9367,128.612
회인IC,36.4867,127.6087,평택IC,36.9921075,127.1129451
횡성IC,37.5055049,127.9705692,해운대IC,35.1631139,129.1635509
흥천이포IC,37.3784,127.5162,남양주IC,37.6005894,127.1543125
